unidade;setor;ano;mes;exames_img;exames_lab;saidas;exame_img_por_paciente;exame_lab_por_paciente
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2025;3;41;469;13;3,1538461538461537;36,07692307692308
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2025;4;37;377;18;2,0555555555555554;20,944444444444443
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2025;5;51;509;19;2,6842105263157894;26,789473684210527
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2025;6;68;661;17;4,0;38,88235294117647
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2025;7;76;764;20;3,8;38,2
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2025;8;72;746;26;2,769230769230769;28,692307692307693
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2025;9;63;825;15;4,2;55,0
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2025;10;40;514;16;2,5;32,125
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2025;11;29;360;19;1,5263157894736843;18,94736842105263
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2025;12;36;456;18;2,0;25,333333333333332
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2026;1;57;602;12;4,75;50,166666666666664
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2026;2;59;588;18;3,2777777777777777;32,666666666666664
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2026;3;52;693;20;2,6;34,65
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2026;4;51;634;23;2,217391304347826;27,565217391304348
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2026;5;67;651;24;2,7916666666666665;27,125
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2026;6;56;521;12;4,666666666666667;43,416666666666664
CSSFA;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2019;10;0;0;5;0,0;0,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2019;11;0;0;11;0,0;0,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2019;12;1;0;10;0,1;0,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2020;2;1;0;1;1,0;0,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2020;3;0;0;1;0,0;0,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;5;1;27;4;0,25;6,75
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;6;5;31;2;2,5;15,5
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;7;2;5;3;0,6666666666666666;1,6666666666666667
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;8;2;13;3;0,6666666666666666;4,333333333333333
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;9;1;26;2;0,5;13,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;11;0;5;2;0,0;2,5
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;12;1;42;2;0,5;21,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2020;1;0;4;1;0,0;4,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2020;2;2;8;1;2,0;8,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2020;3;2;5;5;0,4;1,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2020;4;0;0;1;0,0;0,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2020;9;0;0;2;0,0;0,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2020;12;0;2;2;0,0;1,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2021;1;0;5;2;0,0;2,5
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2021;2;1;26;6;0,16666666666666666;4,333333333333333
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2021;3;0;0;2;0,0;0,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2021;5;0;2;3;0,0;0,6666666666666666
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2021;6;0;2;1;0,0;2,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2021;7;4;30;3;1,3333333333333333;10,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2021;8;0;0;2;0,0;0,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;6;1;24;2;0,5;12,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;7;1;14;3;0,3333333333333333;4,666666666666667
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;9;1;1;3;0,3333333333333333;0,3333333333333333
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;3;0;3;1;0,0;3,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;5;0;1;2;0,0;0,5
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;6;0;44;4;0,0;11,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;7;0;2;4;0,0;0,5
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;8;0;8;4;0,0;2,0
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;9;2;19;6;0,3333333333333333;3,1666666666666665
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;10;0;6;5;0,0;1,2
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2023;11;1;8;1;1,0;8,0
CSSFE;AMBULATORIO - ESPECIALIDADES;2023;10;0;0;1;0,0;0,0
CSSFE;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;2023;5;10;159;1;10,0;159,0
CSSFE;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;2023;6;8;193;5;1,6;38,6
CSSFE;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;2023;7;23;292;5;4,6;58,4
CSSFE;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;2023;8;22;346;5;4,4;69,2
CSSFE;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;2023;9;20;277;8;2,5;34,625
CSSFE;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;2023;10;12;322;7;1,7142857142857142;46,0
CSSFE;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;2023;11;9;160;5;1,8;32,0
CSSFE;UNIDADE DE CUIDADOS PROLONGADOS;2023;12;6;45;4;1,5;11,25
CSSFE;UNIDADE DE CUIDADOS PROLONGADOS;2024;1;10;106;4;2,5;26,5
CSSFE;UNIDADE DE CUIDADOS PROLONGADOS;2024;2;9;174;4;2,25;43,5
CSSFE;UNIDADE DE CUIDADOS PROLONGADOS;2024;3;7;268;12;0,5833333333333334;22,333333333333332
CSSFE;UNIDADE DE CUIDADOS PROLONGADOS;2024;4;25;433;13;1,9230769230769231;33,30769230769231
CSSFE;UNIDADE DE CUIDADOS PROLONGADOS;2024;5;8;679;4;2,0;169,75
CSSFE;UNIDADE DE CUIDADOS PROLONGADOS;2024;6;5;430;7;0,7142857142857143;61,42857142857143
CSSFE;UNIDADE DE CUIDADOS PROLONGADOS;2024;7;9;184;2;4,5;92,0
